Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-02-01 11:00:00,Denmark,East Denmark,DK-DK2,85.64,162.69,85.67,85.67,entsoe.eu,False,
2023-02-01 12:00:00,Denmark,East Denmark,DK-DK2,88.36,167.25,85.25,85.25,entsoe.eu,False,
2023-02-01 13:00:00,Denmark,East Denmark,DK-DK2,89.15,168.61,85.1,85.1,entsoe.eu,False,
2023-02-01 14:00:00,Denmark,East Denmark,DK-DK2,86.91,161.86,85.37,85.37,entsoe.eu,False,
2023-02-01 15:00:00,Denmark,East Denmark,DK-DK2,83.9,155.46,85.81,85.81,entsoe.eu,False,
2023-02-01 16:00:00,Denmark,East Denmark,DK-DK2,84.47,152.57,85.66,85.66,entsoe.eu,False,
2023-02-01 17:00:00,Denmark,East Denmark,DK-DK2,83.93,157.21,85.81,85.81,entsoe.eu,False,
2023-02-01 18:00:00,Denmark,East Denmark,DK-DK2,82.01,158.79,86.16,86.16,entsoe.eu,False,
2023-02-01 19:00:00,Denmark,East Denmark,DK-DK2,81.17,151.61,86.27,86.27,entsoe.eu,False,
2023-02-01 20:00:00,Denmark,East Denmark,DK-DK2,78.83,152.84,86.68,86.68,entsoe.eu,False,
2023-02-01 21:00:00,Denmark,East Denmark,DK-DK2,76.69,149.22,87.06,84.44,entsoe.eu,False,
2023-02-01 22:00:00,Denmark,East Denmark,DK-DK2,77.88,149.46,86.87,84.43,entsoe.eu,False,
2023-02-01 23:00:00,Denmark,East Denmark,DK-DK2,74.94,134.44,87.39,84.73,entsoe.eu,False,
2023-02-02 00:00:00,Denmark,East Denmark,DK-DK2,75.06,134.23,87.37,84.3,entsoe.eu,False,
2023-02-02 01:00:00,Denmark,East Denmark,DK-DK2,76.58,133.07,87.12,83.32,entsoe.eu,False,
2023-02-02 02:00:00,Denmark,East Denmark,DK-DK2,74.52,131.72,87.45,82.45,entsoe.eu,False,
2023-02-02 03:00:00,Denmark,East Denmark,DK-DK2,76.99,146.18,87.02,82.76,entsoe.eu,False,
2023-02-02 04:00:00,Denmark,East Denmark,DK-DK2,73.37,148.68,87.91,82.25,entsoe.eu,False,
2023-02-02 05:00:00,Denmark,East Denmark,DK-DK2,73.77,151.68,87.88,83.18,entsoe.eu,False,
2023-02-02 06:00:00,Denmark,East Denmark,DK-DK2,65.83,137.15,88.93,82.87,entsoe.eu,False,
2023-02-02 07:00:00,Denmark,East Denmark,DK-DK2,68.15,147.47,88.18,82.39,entsoe.eu,False,
2023-02-02 08:00:00,Denmark,East Denmark,DK-DK2,68.27,145.54,87.61,79.15,entsoe.eu,False,
2023-02-02 09:00:00,Denmark,East Denmark,DK-DK2,73.39,154.23,86.13,79.52,entsoe.eu,False,
2023-02-02 10:00:00,Denmark,East Denmark,DK-DK2,86.32,169.73,84.5,77.18,entsoe.eu,False,
2023-02-02 11:00:00,Denmark,East Denmark,DK-DK2,101.69,192.82,81.85,76.18,entsoe.eu,False,
2023-02-02 12:00:00,Denmark,East Denmark,DK-DK2,88.73,174.72,84.25,74.76,entsoe.eu,False,
2023-02-02 13:00:00,Denmark,East Denmark,DK-DK2,88.27,174.44,84.35,72.75,entsoe.eu,False,
2023-02-02 14:00:00,Denmark,East Denmark,DK-DK2,94.52,183.0,82.93,70.73,entsoe.eu,False,
2023-02-02 15:00:00,Denmark,East Denmark,DK-DK2,125.89,223.75,77.28,68.25,entsoe.eu,False,
2023-02-02 16:00:00,Denmark,East Denmark,DK-DK2,109.21,201.33,80.37,69.02,entsoe.eu,False,
2023-02-02 17:00:00,Denmark,East Denmark,DK-DK2,114.07,205.97,79.79,68.1,entsoe.eu,False,
2023-02-02 18:00:00,Denmark,East Denmark,DK-DK2,123.85,218.07,78.1,67.15,entsoe.eu,False,
2023-02-02 19:00:00,Denmark,East Denmark,DK-DK2,115.25,207.78,79.76,68.72,entsoe.eu,False,
2023-02-02 20:00:00,Denmark,East Denmark,DK-DK2,116.34,201.57,79.7,69.85,entsoe.eu,False,
2023-02-02 21:00:00,Denmark,East Denmark,DK-DK2,117.43,201.75,79.65,71.61,entsoe.eu,False,
2023-02-02 22:00:00,Denmark,East Denmark,DK-DK2,138.3,237.95,77.47,77.35,entsoe.eu,False,
2023-02-02 23:00:00,Denmark,East Denmark,DK-DK2,112.42,203.04,81.75,81.67,entsoe.eu,False,
2023-02-03 00:00:00,Denmark,East Denmark,DK-DK2,101.81,181.75,83.72,83.56,entsoe.eu,False,
2023-02-03 01:00:00,Denmark,East Denmark,DK-DK2,113.18,181.51,82.85,82.39,entsoe.eu,False,
2023-02-03 02:00:00,Denmark,East Denmark,DK-DK2,114.42,182.45,82.91,82.4,entsoe.eu,False,
2023-02-03 03:00:00,Denmark,East Denmark,DK-DK2,109.18,169.45,83.34,82.94,entsoe.eu,False,
2023-02-03 04:00:00,Denmark,East Denmark,DK-DK2,93.52,158.68,85.85,85.51,entsoe.eu,False,
2023-02-03 05:00:00,Denmark,East Denmark,DK-DK2,59.62,124.39,90.42,90.39,entsoe.eu,False,
2023-02-03 06:00:00,Denmark,East Denmark,DK-DK2,61.22,127.6,90.02,90.01,entsoe.eu,False,
2023-02-03 07:00:00,Denmark,East Denmark,DK-DK2,65.02,131.9,89.27,89.22,entsoe.eu,False,
2023-02-03 08:00:00,Denmark,East Denmark,DK-DK2,67.07,131.5,88.96,88.9,entsoe.eu,False,
2023-02-03 09:00:00,Denmark,East Denmark,DK-DK2,65.01,133.54,89.32,89.29,entsoe.eu,False,
2023-02-03 10:00:00,Denmark,East Denmark,DK-DK2,63.25,131.93,89.62,89.58,entsoe.eu,False,
2023-02-03 11:00:00,Denmark,East Denmark,DK-DK2,65.63,129.25,89.74,89.64,entsoe.eu,False,
2023-02-03 12:00:00,Denmark,East Denmark,DK-DK2,91.26,150.66,86.79,86.38,entsoe.eu,False,
2023-02-03 13:00:00,Denmark,East Denmark,DK-DK2,82.9,147.26,87.64,87.35,entsoe.eu,False,
2023-02-03 14:00:00,Denmark,East Denmark,DK-DK2,73.18,142.78,88.56,88.42,entsoe.eu,False,
2023-02-03 15:00:00,Denmark,East Denmark,DK-DK2,74.56,145.63,88.13,88.03,entsoe.eu,False,
2023-02-03 16:00:00,Denmark,East Denmark,DK-DK2,75.02,145.66,87.99,87.68,entsoe.eu,False,
2023-02-03 17:00:00,Denmark,East Denmark,DK-DK2,69.47,143.36,88.13,84.18,entsoe.eu,False,
2023-02-03 18:00:00,Denmark,East Denmark,DK-DK2,80.68,152.03,86.16,81.99,entsoe.eu,False,
2023-02-03 19:00:00,Denmark,East Denmark,DK-DK2,79.43,150.29,86.38,80.99,entsoe.eu,False,
2023-02-03 20:00:00,Denmark,East Denmark,DK-DK2,79.17,154.78,86.92,80.7,entsoe.eu,False,
2023-02-03 21:00:00,Denmark,East Denmark,DK-DK2,78.51,153.58,87.05,79.4,entsoe.eu,False,
2023-02-03 22:00:00,Denmark,East Denmark,DK-DK2,80.72,154.93,86.7,77.42,entsoe.eu,False,
2023-02-03 23:00:00,Denmark,East Denmark,DK-DK2,80.93,158.39,86.66,76.05,entsoe.eu,False,
2023-02-04 00:00:00,Denmark,East Denmark,DK-DK2,80.64,159.5,86.72,73.37,entsoe.eu,False,
2023-02-04 01:00:00,Denmark,East Denmark,DK-DK2,82.37,162.2,86.44,72.57,entsoe.eu,False,
2023-02-04 02:00:00,Denmark,East Denmark,DK-DK2,86.73,168.73,85.69,71.01,entsoe.eu,False,
2023-02-04 03:00:00,Denmark,East Denmark,DK-DK2,93.75,179.5,84.24,71.62,entsoe.eu,False,
2023-02-04 04:00:00,Denmark,East Denmark,DK-DK2,103.73,194.33,81.88,70.91,entsoe.eu,False,
2023-02-04 05:00:00,Denmark,East Denmark,DK-DK2,110.91,204.99,80.31,68.83,entsoe.eu,False,
2023-02-04 06:00:00,Denmark,East Denmark,DK-DK2,115.91,211.58,79.38,68.42,entsoe.eu,False,
2023-02-04 07:00:00,Denmark,East Denmark,DK-DK2,108.28,201.9,80.84,69.2,entsoe.eu,False,
2023-02-04 08:00:00,Denmark,East Denmark,DK-DK2,103.03,194.73,81.84,70.11,entsoe.eu,False,
2023-02-04 09:00:00,Denmark,East Denmark,DK-DK2,106.54,199.91,81.22,70.45,entsoe.eu,False,
2023-02-04 10:00:00,Denmark,East Denmark,DK-DK2,105.75,199.18,81.23,70.8,entsoe.eu,False,
2023-02-04 11:00:00,Denmark,East Denmark,DK-DK2,116.18,212.7,79.14,70.89,entsoe.eu,False,
2023-02-04 12:00:00,Denmark,East Denmark,DK-DK2,108.65,202.71,80.67,70.75,entsoe.eu,False,
2023-02-04 13:00:00,Denmark,East Denmark,DK-DK2,103.39,195.62,81.66,69.86,entsoe.eu,False,
2023-02-04 14:00:00,Denmark,East Denmark,DK-DK2,103.27,195.4,81.53,67.97,entsoe.eu,False,
2023-02-04 15:00:00,Denmark,East Denmark,DK-DK2,110.01,204.66,80.48,66.57,entsoe.eu,False,
2023-02-04 16:00:00,Denmark,East Denmark,DK-DK2,113.4,205.21,79.66,66.2,entsoe.eu,False,
2023-02-04 17:00:00,Denmark,East Denmark,DK-DK2,127.08,222.2,77.07,65.32,entsoe.eu,False,
2023-02-04 18:00:00,Denmark,East Denmark,DK-DK2,128.42,225.18,76.82,65.33,entsoe.eu,False,
2023-02-04 19:00:00,Denmark,East Denmark,DK-DK2,121.52,215.56,78.14,65.11,entsoe.eu,False,
2023-02-04 20:00:00,Denmark,East Denmark,DK-DK2,110.38,202.23,80.76,66.57,entsoe.eu,False,
2023-02-04 21:00:00,Denmark,East Denmark,DK-DK2,108.73,199.92,81.2,67.02,entsoe.eu,False,
2023-02-04 22:00:00,Denmark,East Denmark,DK-DK2,95.65,185.79,84.16,68.81,entsoe.eu,False,
2023-02-04 23:00:00,Denmark,East Denmark,DK-DK2,108.53,200.05,81.93,73.65,entsoe.eu,False,
2023-02-05 00:00:00,Denmark,East Denmark,DK-DK2,102.92,187.47,82.96,75.21,entsoe.eu,False,
2023-02-05 01:00:00,Denmark,East Denmark,DK-DK2,89.8,170.67,85.19,75.17,entsoe.eu,False,
2023-02-05 02:00:00,Denmark,East Denmark,DK-DK2,81.56,155.53,86.57,74.35,entsoe.eu,False,
2023-02-05 03:00:00,Denmark,East Denmark,DK-DK2,78.01,151.11,87.17,75.56,entsoe.eu,False,
2023-02-05 04:00:00,Denmark,East Denmark,DK-DK2,77.28,149.81,87.28,76.43,entsoe.eu,False,
2023-02-05 05:00:00,Denmark,East Denmark,DK-DK2,74.8,149.5,87.69,76.75,entsoe.eu,False,
2023-02-05 06:00:00,Denmark,East Denmark,DK-DK2,72.1,146.56,88.18,77.57,entsoe.eu,False,
2023-02-05 07:00:00,Denmark,East Denmark,DK-DK2,72.24,149.07,88.16,77.5,entsoe.eu,False,
2023-02-05 08:00:00,Denmark,East Denmark,DK-DK2,73.49,148.79,87.92,76.66,entsoe.eu,False,
2023-02-05 09:00:00,Denmark,East Denmark,DK-DK2,91.79,175.63,84.8,76.42,entsoe.eu,False,
2023-02-05 10:00:00,Denmark,East Denmark,DK-DK2,111.5,201.55,81.11,77.92,entsoe.eu,False,
2023-02-05 11:00:00,Denmark,East Denmark,DK-DK2,113.88,204.89,80.79,77.56,entsoe.eu,False,
2023-02-05 12:00:00,Denmark,East Denmark,DK-DK2,108.09,196.86,81.92,76.45,entsoe.eu,False,
2023-02-05 13:00:00,Denmark,East Denmark,DK-DK2,121.22,211.54,79.76,75.72,entsoe.eu,False,
2023-02-05 14:00:00,Denmark,East Denmark,DK-DK2,114.1,203.41,80.89,74.1,entsoe.eu,False,
2023-02-05 15:00:00,Denmark,East Denmark,DK-DK2,120.53,209.14,79.76,72.56,entsoe.eu,False,
2023-02-05 16:00:00,Denmark,East Denmark,DK-DK2,119.36,209.85,79.13,71.56,entsoe.eu,False,
2023-02-05 17:00:00,Denmark,East Denmark,DK-DK2,117.6,208.34,79.63,72.36,entsoe.eu,False,
2023-02-05 18:00:00,Denmark,East Denmark,DK-DK2,114.68,204.85,80.23,72.42,entsoe.eu,False,
2023-02-05 19:00:00,Denmark,East Denmark,DK-DK2,113.81,204.04,80.32,73.01,entsoe.eu,False,
2023-02-05 20:00:00,Denmark,East Denmark,DK-DK2,104.72,195.58,82.56,72.24,entsoe.eu,False,
2023-02-05 21:00:00,Denmark,East Denmark,DK-DK2,88.48,172.36,85.39,71.18,entsoe.eu,False,
2023-02-05 22:00:00,Denmark,East Denmark,DK-DK2,89.9,173.7,84.97,71.91,entsoe.eu,False,
2023-02-05 23:00:00,Denmark,East Denmark,DK-DK2,96.9,185.48,83.97,72.37,entsoe.eu,False,
2023-02-06 00:00:00,Denmark,East Denmark,DK-DK2,92.71,177.95,84.68,72.39,entsoe.eu,False,
2023-02-06 01:00:00,Denmark,East Denmark,DK-DK2,98.23,187.04,83.76,72.17,entsoe.eu,False,
2023-02-06 02:00:00,Denmark,East Denmark,DK-DK2,98.62,188.62,83.71,70.54,entsoe.eu,False,
2023-02-06 03:00:00,Denmark,East Denmark,DK-DK2,95.69,185.75,84.22,68.96,entsoe.eu,False,
2023-02-06 04:00:00,Denmark,East Denmark,DK-DK2,100.45,194.74,83.44,69.04,entsoe.eu,False,
2023-02-06 05:00:00,Denmark,East Denmark,DK-DK2,110.14,208.85,81.74,68.32,entsoe.eu,False,
2023-02-06 06:00:00,Denmark,East Denmark,DK-DK2,139.98,245.86,75.68,65.5,entsoe.eu,False,
2023-02-06 07:00:00,Denmark,East Denmark,DK-DK2,171.0,283.43,71.74,63.8,entsoe.eu,False,
2023-02-06 08:00:00,Denmark,East Denmark,DK-DK2,140.76,246.36,75.13,65.77,entsoe.eu,False,
2023-02-06 09:00:00,Denmark,East Denmark,DK-DK2,130.87,229.48,76.47,65.45,entsoe.eu,False,
2023-02-06 10:00:00,Denmark,East Denmark,DK-DK2,117.04,213.32,79.05,66.19,entsoe.eu,False,
2023-02-06 11:00:00,Denmark,East Denmark,DK-DK2,111.25,205.55,80.08,66.28,entsoe.eu,False,
2023-02-06 12:00:00,Denmark,East Denmark,DK-DK2,115.09,212.11,79.4,65.96,entsoe.eu,False,
2023-02-06 13:00:00,Denmark,East Denmark,DK-DK2,118.12,213.89,78.95,65.35,entsoe.eu,False,
2023-02-06 14:00:00,Denmark,East Denmark,DK-DK2,116.07,211.94,79.36,64.9,entsoe.eu,False,
2023-02-06 15:00:00,Denmark,East Denmark,DK-DK2,117.81,217.99,79.18,64.63,entsoe.eu,False,
2023-02-06 16:00:00,Denmark,East Denmark,DK-DK2,145.43,247.5,73.96,62.9,entsoe.eu,False,
2023-02-06 17:00:00,Denmark,East Denmark,DK-DK2,131.29,235.0,76.84,64.86,entsoe.eu,False,
2023-02-06 18:00:00,Denmark,East Denmark,DK-DK2,115.85,212.66,79.54,65.44,entsoe.eu,False,
2023-02-06 19:00:00,Denmark,East Denmark,DK-DK2,119.93,218.8,78.75,65.84,entsoe.eu,False,
2023-02-06 20:00:00,Denmark,East Denmark,DK-DK2,114.62,208.48,79.63,65.81,entsoe.eu,False,
2023-02-06 21:00:00,Denmark,East Denmark,DK-DK2,109.27,203.01,81.24,67.18,entsoe.eu,False,
2023-02-06 22:00:00,Denmark,East Denmark,DK-DK2,101.48,193.66,82.72,67.7,entsoe.eu,False,
2023-02-06 23:00:00,Denmark,East Denmark,DK-DK2,95.44,184.54,83.56,68.82,entsoe.eu,False,
2023-02-07 00:00:00,Denmark,East Denmark,DK-DK2,88.42,175.28,84.95,70.25,entsoe.eu,False,
2023-02-07 01:00:00,Denmark,East Denmark,DK-DK2,84.92,168.78,85.56,70.93,entsoe.eu,False,
2023-02-07 02:00:00,Denmark,East Denmark,DK-DK2,84.14,166.34,85.67,72.07,entsoe.eu,False,
2023-02-07 03:00:00,Denmark,East Denmark,DK-DK2,87.38,175.31,84.95,71.63,entsoe.eu,False,
2023-02-07 04:00:00,Denmark,East Denmark,DK-DK2,91.15,185.15,84.43,71.59,entsoe.eu,False,
2023-02-07 05:00:00,Denmark,East Denmark,DK-DK2,99.95,195.31,82.54,69.79,entsoe.eu,False,
2023-02-07 06:00:00,Denmark,East Denmark,DK-DK2,110.29,208.43,80.75,69.75,entsoe.eu,False,
2023-02-07 07:00:00,Denmark,East Denmark,DK-DK2,125.82,219.6,77.71,67.94,entsoe.eu,False,
2023-02-07 08:00:00,Denmark,East Denmark,DK-DK2,116.95,212.2,79.01,68.32,entsoe.eu,False,
2023-02-07 09:00:00,Denmark,East Denmark,DK-DK2,126.02,227.14,77.22,68.35,entsoe.eu,False,
2023-02-07 10:00:00,Denmark,East Denmark,DK-DK2,140.9,245.69,74.18,68.48,entsoe.eu,False,
2023-02-07 11:00:00,Denmark,East Denmark,DK-DK2,173.87,281.27,69.55,68.09,entsoe.eu,False,
2023-02-07 12:00:00,Denmark,East Denmark,DK-DK2,167.79,268.12,71.15,69.61,entsoe.eu,False,
2023-02-07 13:00:00,Denmark,East Denmark,DK-DK2,150.74,256.13,72.85,71.28,entsoe.eu,False,
2023-02-07 14:00:00,Denmark,East Denmark,DK-DK2,120.17,213.42,77.83,69.49,entsoe.eu,False,
2023-02-07 15:00:00,Denmark,East Denmark,DK-DK2,107.72,197.35,80.32,68.72,entsoe.eu,False,
2023-02-07 16:00:00,Denmark,East Denmark,DK-DK2,106.43,199.23,80.59,68.49,entsoe.eu,False,
2023-02-07 17:00:00,Denmark,East Denmark,DK-DK2,108.22,203.11,80.29,68.35,entsoe.eu,False,
2023-02-07 18:00:00,Denmark,East Denmark,DK-DK2,110.42,206.37,79.87,68.23,entsoe.eu,False,
2023-02-07 19:00:00,Denmark,East Denmark,DK-DK2,105.07,196.39,80.84,68.32,entsoe.eu,False,
2023-02-07 20:00:00,Denmark,East Denmark,DK-DK2,101.68,191.62,81.43,68.34,entsoe.eu,False,
2023-02-07 21:00:00,Denmark,East Denmark,DK-DK2,107.95,200.81,80.27,68.14,entsoe.eu,False,
2023-02-07 22:00:00,Denmark,East Denmark,DK-DK2,99.06,189.52,82.51,68.76,entsoe.eu,False,
2023-02-07 23:00:00,Denmark,East Denmark,DK-DK2,88.89,176.33,84.91,69.41,entsoe.eu,False,
2023-02-08 00:00:00,Denmark,East Denmark,DK-DK2,87.82,175.47,85.12,69.69,entsoe.eu,False,
2023-02-08 01:00:00,Denmark,East Denmark,DK-DK2,90.49,178.99,84.67,69.84,entsoe.eu,False,
2023-02-08 02:00:00,Denmark,East Denmark,DK-DK2,91.31,180.51,84.52,70.84,entsoe.eu,False,
2023-02-08 03:00:00,Denmark,East Denmark,DK-DK2,89.56,176.4,84.8,72.94,entsoe.eu,False,
2023-02-08 04:00:00,Denmark,East Denmark,DK-DK2,86.7,171.97,85.3,72.86,entsoe.eu,False,
2023-02-08 05:00:00,Denmark,East Denmark,DK-DK2,89.56,173.52,84.7,71.46,entsoe.eu,False,
2023-02-08 06:00:00,Denmark,East Denmark,DK-DK2,108.33,197.73,80.87,69.71,entsoe.eu,False,
2023-02-08 07:00:00,Denmark,East Denmark,DK-DK2,142.49,238.14,74.79,68.85,entsoe.eu,False,
2023-02-08 08:00:00,Denmark,East Denmark,DK-DK2,131.73,223.42,76.68,69.7,entsoe.eu,False,
2023-02-08 09:00:00,Denmark,East Denmark,DK-DK2,112.9,199.89,80.23,72.28,entsoe.eu,False,
2023-02-08 10:00:00,Denmark,East Denmark,DK-DK2,119.9,209.83,78.88,74.39,entsoe.eu,False,
2023-02-08 11:00:00,Denmark,East Denmark,DK-DK2,105.35,190.39,81.18,74.69,entsoe.eu,False,
2023-02-08 12:00:00,Denmark,East Denmark,DK-DK2,100.22,182.73,82.14,73.88,entsoe.eu,False,
2023-02-08 13:00:00,Denmark,East Denmark,DK-DK2,103.45,188.26,81.5,74.27,entsoe.eu,False,
2023-02-08 14:00:00,Denmark,East Denmark,DK-DK2,100.07,183.99,82.16,73.27,entsoe.eu,False,
2023-02-08 15:00:00,Denmark,East Denmark,DK-DK2,93.95,176.07,83.2,71.87,entsoe.eu,False,
2023-02-08 16:00:00,Denmark,East Denmark,DK-DK2,86.77,169.06,84.48,75.5,entsoe.eu,False,
2023-02-08 17:00:00,Denmark,East Denmark,DK-DK2,73.67,148.45,86.85,78.19,entsoe.eu,False,
2023-02-08 18:00:00,Denmark,East Denmark,DK-DK2,74.9,148.9,86.65,79.65,entsoe.eu,False,
2023-02-08 19:00:00,Denmark,East Denmark,DK-DK2,61.74,125.84,89.09,81.56,entsoe.eu,False,
2023-02-08 20:00:00,Denmark,East Denmark,DK-DK2,49.49,114.48,91.05,83.9,entsoe.eu,False,
2023-02-08 21:00:00,Denmark,East Denmark,DK-DK2,39.17,102.31,93.08,86.02,entsoe.eu,False,
2023-02-08 22:00:00,Denmark,East Denmark,DK-DK2,30.99,89.34,94.69,86.16,entsoe.eu,False,
2023-02-08 23:00:00,Denmark,East Denmark,DK-DK2,25.24,81.32,95.69,86.42,entsoe.eu,False,
2023-02-09 00:00:00,Denmark,East Denmark,DK-DK2,25.21,74.74,95.71,85.8,entsoe.eu,False,
2023-02-09 01:00:00,Denmark,East Denmark,DK-DK2,26.68,65.28,95.46,83.65,entsoe.eu,False,
2023-02-09 02:00:00,Denmark,East Denmark,DK-DK2,34.06,77.8,94.17,84.09,entsoe.eu,False,
2023-02-09 03:00:00,Denmark,East Denmark,DK-DK2,28.54,79.44,95.17,85.71,entsoe.eu,False,
2023-02-09 04:00:00,Denmark,East Denmark,DK-DK2,28.44,83.44,95.18,86.67,entsoe.eu,False,
2023-02-09 05:00:00,Denmark,East Denmark,DK-DK2,30.15,82.78,94.98,85.88,entsoe.eu,False,
2023-02-09 06:00:00,Denmark,East Denmark,DK-DK2,27.35,83.65,95.47,85.91,entsoe.eu,False,
2023-02-09 07:00:00,Denmark,East Denmark,DK-DK2,28.22,85.72,95.36,85.94,entsoe.eu,False,
2023-02-09 08:00:00,Denmark,East Denmark,DK-DK2,27.61,81.25,95.41,86.69,entsoe.eu,False,
2023-02-09 09:00:00,Denmark,East Denmark,DK-DK2,27.77,83.11,95.41,87.42,entsoe.eu,False,
2023-02-09 10:00:00,Denmark,East Denmark,DK-DK2,26.33,81.42,95.65,87.15,entsoe.eu,False,
2023-02-09 11:00:00,Denmark,East Denmark,DK-DK2,26.65,83.46,95.57,86.61,entsoe.eu,False,
2023-02-09 12:00:00,Denmark,East Denmark,DK-DK2,27.54,85.06,95.43,86.23,entsoe.eu,False,
2023-02-09 13:00:00,Denmark,East Denmark,DK-DK2,28.31,86.5,95.29,86.71,entsoe.eu,False,
2023-02-09 14:00:00,Denmark,East Denmark,DK-DK2,28.35,85.94,95.31,86.21,entsoe.eu,False,
2023-02-09 15:00:00,Denmark,East Denmark,DK-DK2,28.1,85.2,95.36,86.57,entsoe.eu,False,
2023-02-09 16:00:00,Denmark,East Denmark,DK-DK2,28.26,84.91,95.32,86.97,entsoe.eu,False,
2023-02-09 17:00:00,Denmark,East Denmark,DK-DK2,30.2,86.82,94.97,86.83,entsoe.eu,False,
2023-02-09 18:00:00,Denmark,East Denmark,DK-DK2,50.36,109.8,91.58,84.88,entsoe.eu,False,
2023-02-09 19:00:00,Denmark,East Denmark,DK-DK2,51.36,109.19,91.41,85.45,entsoe.eu,False,
2023-02-09 20:00:00,Denmark,East Denmark,DK-DK2,39.54,95.62,93.46,86.91,entsoe.eu,False,
2023-02-09 21:00:00,Denmark,East Denmark,DK-DK2,37.05,91.23,93.9,87.57,entsoe.eu,False,
2023-02-09 22:00:00,Denmark,East Denmark,DK-DK2,37.94,90.02,93.76,87.9,entsoe.eu,False,
2023-02-09 23:00:00,Denmark,East Denmark,DK-DK2,38.28,85.1,93.7,88.14,entsoe.eu,False,
2023-02-10 00:00:00,Denmark,East Denmark,DK-DK2,41.29,92.04,93.11,90.98,entsoe.eu,False,
2023-02-10 01:00:00,Denmark,East Denmark,DK-DK2,52.06,106.17,91.44,91.41,entsoe.eu,False,
2023-02-10 02:00:00,Denmark,East Denmark,DK-DK2,45.64,97.11,92.35,90.64,entsoe.eu,False,
2023-02-10 03:00:00,Denmark,East Denmark,DK-DK2,35.53,82.94,94.1,87.34,entsoe.eu,False,
2023-02-10 04:00:00,Denmark,East Denmark,DK-DK2,44.87,99.27,92.54,85.11,entsoe.eu,False,
2023-02-10 05:00:00,Denmark,East Denmark,DK-DK2,59.83,120.62,90.17,82.11,entsoe.eu,False,
2023-02-10 06:00:00,Denmark,East Denmark,DK-DK2,69.55,135.22,88.51,80.48,entsoe.eu,False,
2023-02-10 07:00:00,Denmark,East Denmark,DK-DK2,67.12,133.28,88.97,80.97,entsoe.eu,False,
2023-02-10 08:00:00,Denmark,East Denmark,DK-DK2,68.9,133.96,88.65,79.88,entsoe.eu,False,
2023-02-10 09:00:00,Denmark,East Denmark,DK-DK2,62.5,125.11,89.77,79.68,entsoe.eu,False,
2023-02-10 10:00:00,Denmark,East Denmark,DK-DK2,62.08,129.1,89.85,79.52,entsoe.eu,False,
2023-02-10 11:00:00,Denmark,East Denmark,DK-DK2,66.44,130.89,89.12,80.07,entsoe.eu,False,
2023-02-10 12:00:00,Denmark,East Denmark,DK-DK2,66.06,132.93,89.16,80.07,entsoe.eu,False,
2023-02-10 13:00:00,Denmark,East Denmark,DK-DK2,66.14,132.51,89.15,80.02,entsoe.eu,False,
2023-02-10 14:00:00,Denmark,East Denmark,DK-DK2,67.37,135.31,88.95,82.65,entsoe.eu,False,
2023-02-10 15:00:00,Denmark,East Denmark,DK-DK2,67.64,134.75,88.9,83.98,entsoe.eu,False,
2023-02-10 16:00:00,Denmark,East Denmark,DK-DK2,67.69,134.56,88.88,84.97,entsoe.eu,False,
2023-02-10 17:00:00,Denmark,East Denmark,DK-DK2,62.47,124.45,89.75,84.36,entsoe.eu,False,
2023-02-10 18:00:00,Denmark,East Denmark,DK-DK2,59.23,118.13,90.23,85.54,entsoe.eu,False,
2023-02-10 19:00:00,Denmark,East Denmark,DK-DK2,62.25,114.77,89.69,85.14,entsoe.eu,False,
2023-02-10 20:00:00,Denmark,East Denmark,DK-DK2,68.48,124.58,88.55,85.08,entsoe.eu,False,
2023-02-10 21:00:00,Denmark,East Denmark,DK-DK2,66.94,118.48,88.77,85.34,entsoe.eu,False,
2023-02-10 22:00:00,Denmark,East Denmark,DK-DK2,67.99,119.15,88.6,85.55,entsoe.eu,False,
2023-02-10 23:00:00,Denmark,East Denmark,DK-DK2,69.91,124.46,88.28,85.81,entsoe.eu,False,
2023-02-11 00:00:00,Denmark,East Denmark,DK-DK2,67.34,119.64,88.73,85.81,entsoe.eu,False,
2023-02-11 01:00:00,Denmark,East Denmark,DK-DK2,65.79,119.45,88.92,86.64,entsoe.eu,False,
2023-02-11 02:00:00,Denmark,East Denmark,DK-DK2,59.2,112.84,89.99,87.76,entsoe.eu,False,
2023-02-11 03:00:00,Denmark,East Denmark,DK-DK2,52.32,105.5,91.22,88.84,entsoe.eu,False,
2023-02-11 04:00:00,Denmark,East Denmark,DK-DK2,52.05,104.54,91.28,89.17,entsoe.eu,False,
2023-02-11 05:00:00,Denmark,East Denmark,DK-DK2,64.77,119.19,89.2,86.92,entsoe.eu,False,
2023-02-11 06:00:00,Denmark,East Denmark,DK-DK2,57.64,109.3,90.44,86.8,entsoe.eu,False,
2023-02-11 07:00:00,Denmark,East Denmark,DK-DK2,54.1,106.36,91.01,86.74,entsoe.eu,False,
2023-02-11 08:00:00,Denmark,East Denmark,DK-DK2,48.95,100.55,91.76,87.96,entsoe.eu,False,
2023-02-11 09:00:00,Denmark,East Denmark,DK-DK2,41.41,106.51,93.02,90.6,entsoe.eu,False,
